RequestedDateTime,Rig,Material,QtyRequested,ReceivedDateTime,QtyReceived,Vessel,OriginPort
1/11/2021 8:00,BetaRig,Fuel,8100,1/15/2021 10:30,8100,150A,RotterdamPort
1/11/2021 8:00,CharlieRig,DeckCargo,1,1/15/2021 14:33,1,150I,HamburgPort
1/11/2021 8:00,CharlieRig,Fuel,1600,1/15/2021 14:43,1600,150I,HamburgPort
1/11/2021 8:00,CharlieRig,Casing,20,1/15/2021 15:31,20,150I,HamburgPort
1/11/2021 8:00,CharlieRig,DryBulk,2500,1/15/2021 19:51,2500,150I,HamburgPort
1/11/2021 8:00,CharlieRig,Pipe,12,1/15/2021 20:51,12,150I,HamburgPort
1/11/2021 8:00,DeltaRig,DeckCargo,25,1/16/2021 12:23,25,150H,HamburgPort
1/11/2021 8:00,DeltaRig,LiquidBulk,3500,1/16/2021 13:17,3500,150F,HamburgPort
1/11/2021 8:00,DeltaRig,DryBulk,2300,1/19/2021 2:51,2300,150G,HamburgPort
1/12/2021 8:00,AlphaRig,LiquidBulk,1600,1/14/2021 16:30,1600,150B,RotterdamPort
1/12/2021 8:00,AlphaRig,Casing,20,1/14/2021 17:02,20,150B,RotterdamPort
1/12/2021 8:00,BetaRig,DeckCargo,25,1/14/2021 22:02,25,150D,RotterdamPort
1/12/2021 8:00,BetaRig,LiquidBulk,1500,1/15/2021 14:33,1500,150A,RotterdamPort
1/12/2021 8:00,BetaRig,Fuel,6900,1/15/2021 15:03,6900,150A,RotterdamPort
1/12/2021 8:00,BetaRig,Casing,20,1/16/2021 10:35,20,150C,RotterdamPort
1/12/2021 8:00,BetaRig,DryBulk,2800,1/16/2021 14:55,2800,150C,RotterdamPort
1/12/2021 8:00,BetaRig,Pipe,18,1/16/2021 16:03,18,150C,RotterdamPort
1/12/2021 8:00,CharlieRig,DeckCargo,7,1/15/2021 23:51,7,150I,HamburgPort
1/12/2021 8:00,CharlieRig,Casing,12,1/16/2021 1:01,12,150I,HamburgPort
1/12/2021 8:00,CharlieRig,Pipe,18,1/18/2021 1:57,18,150E,HamburgPort
1/12/2021 8:00,DeltaRig,DeckCargo,5,1/16/2021 16:33,5,150H,HamburgPort
1/12/2021 8:00,DeltaRig,LiquidBulk,1300,1/16/2021 17:23,1300,150H,HamburgPort
1/12/2021 8:00,DeltaRig,Fuel,1500,1/16/2021 17:49,1500,150H,HamburgPort
1/12/2021 8:00,DeltaRig,Casing,9,1/16/2021 18:34,9,150H,HamburgPort
1/12/2021 8:00,DeltaRig,DryBulk,2600,1/16/2021 20:31,2600,150H,HamburgPort
1/13/2021 8:00,AlphaRig,Fuel,2600,1/14/2021 21:22,2600,150B,RotterdamPort
1/13/2021 8:00,AlphaRig,Casing,20,1/14/2021 22:40,20,150B,RotterdamPort
1/13/2021 8:00,AlphaRig,Pipe,18,1/17/2021 16:10,18,150B,RotterdamPort
1/13/2021 8:00,BetaRig,Fuel,8700,1/16/2021 20:33,8700,150C,RotterdamPort
1/13/2021 8:00,BetaRig,Casing,9,1/15/2021 18:30,9,150A,RotterdamPort
1/13/2021 8:00,CharlieRig,DeckCargo,1,1/16/2021 3:37,1,150I,HamburgPort
1/13/2021 8:00,CharlieRig,Fuel,7700,1/18/2021 16:44,7700,150J,HamburgPort
1/13/2021 8:00,CharlieRig,Casing,20,1/18/2021 20:35,20,150J,HamburgPort
1/13/2021 8:00,CharlieRig,DryBulk,2300,1/18/2021 6:27,2300,150E,HamburgPort
1/13/2021 8:00,DeltaRig,Casing,9,1/19/2021 3:46,9,150G,HamburgPort
1/13/2021 8:00,DeltaRig,DryBulk,2200,1/19/2021 5:43,2200,150G,HamburgPort
1/14/2021 8:00,AlphaRig,DeckCargo,5,1/18/2021 2:05,5,150B,RotterdamPort
1/14/2021 8:00,BetaRig,DeckCargo,7,1/17/2021 0:54,7,150C,RotterdamPort
1/14/2021 8:00,BetaRig,Fuel,7700,1/19/2021 8:26,7700,150D,RotterdamPort
1/14/2021 8:00,BetaRig,Casing,12,1/19/2021 12:17,12,150D,RotterdamPort
1/14/2021 8:00,BetaRig,DryBulk,2100,1/19/2021 14:53,2100,150D,RotterdamPort
1/14/2021 8:00,BetaRig,Pipe,5,1/17/2021 2:04,5,150C,RotterdamPort
1/14/2021 8:00,CharlieRig,DeckCargo,5,1/19/2021 0:55,5,150J,HamburgPort
1/14/2021 8:00,CharlieRig,LiquidBulk,1500,1/19/2021 1:45,1500,150J,HamburgPort
1/14/2021 8:00,CharlieRig,Fuel,1700,1/19/2021 2:15,1700,150J,HamburgPort
1/14/2021 8:00,CharlieRig,Pipe,40,1/21/2021 7:44,40,150I,HamburgPort
1/14/2021 8:00,DeltaRig,Fuel,2200,1/19/2021 6:36,2200,150G,HamburgPort
1/14/2021 8:00,DeltaRig,Casing,20,1/19/2021 7:42,20,150G,HamburgPort
1/14/2021 8:00,DeltaRig,DryBulk,1900,1/19/2021 12:02,1900,150G,HamburgPort
1/15/2021 8:00,AlphaRig,LiquidBulk,3400,1/18/2021 2:55,3400,150B,RotterdamPort
1/15/2021 8:00,AlphaRig,Fuel,2200,1/18/2021 4:03,2200,150B,RotterdamPort
1/15/2021 8:00,AlphaRig,Casing,12,1/18/2021 5:09,12,150B,RotterdamPort
1/15/2021 8:00,AlphaRig,DryBulk,2100,1/19/2021 15:00,2100,150A,RotterdamPort
1/15/2021 8:00,AlphaRig,Pipe,60,1/19/2021 15:50,60,150A,RotterdamPort
1/15/2021 8:00,BetaRig,DeckCargo,5,1/19/2021 18:55,5,150D,RotterdamPort
1/15/2021 8:00,BetaRig,Casing,9,1/21/2021 22:05,9,150C,RotterdamPort
1/15/2021 8:00,BetaRig,DryBulk,2900,1/21/2021 20:14,2900,150B,RotterdamPort
1/15/2021 8:00,BetaRig,Pipe,12,1/22/2021 0:02,12,150C,RotterdamPort
1/15/2021 8:00,CharlieRig,DeckCargo,5,1/18/2021 7:23,5,150E,HamburgPort
1/15/2021 8:00,CharlieRig,LiquidBulk,3700,1/18/2021 8:13,3700,150E,HamburgPort
1/15/2021 8:00,CharlieRig,Fuel,6100,1/18/2021 9:27,6100,150E,HamburgPort
1/15/2021 8:00,CharlieRig,Casing,12,1/18/2021 12:30,12,150E,HamburgPort
1/15/2021 8:00,CharlieRig,DryBulk,1800,1/18/2021 15:06,1800,150E,HamburgPort
1/15/2021 8:00,DeltaRig,DeckCargo,7,1/19/2021 12:47,7,150G,HamburgPort
1/15/2021 8:00,DeltaRig,LiquidBulk,2200,1/19/2021 13:57,2200,150G,HamburgPort
1/15/2021 8:00,DeltaRig,Casing,12,1/19/2021 14:41,12,150G,HamburgPort
1/15/2021 8:00,DeltaRig,DryBulk,2700,1/25/2021 0:19,2700,150F,HamburgPort
1/15/2021 8:00,DeltaRig,Pipe,18,1/25/2021 3:06,18,150F,HamburgPort
1/16/2021 8:00,AlphaRig,LiquidBulk,3500,1/17/2021 20:40,3500,150B,RotterdamPort
1/16/2021 8:00,AlphaRig,Fuel,2100,1/17/2021 21:50,2100,150B,RotterdamPort
1/16/2021 8:00,AlphaRig,Casing,9,1/17/2021 22:53,9,150B,RotterdamPort
1/16/2021 8:00,AlphaRig,Pipe,5,1/18/2021 0:50,5,150B,RotterdamPort
1/16/2021 8:00,BetaRig,DeckCargo,1,1/19/2021 19:45,1,150D,RotterdamPort
1/16/2021 8:00,BetaRig,Fuel,8100,1/21/2021 21:23,8100,150B,RotterdamPort
1/16/2021 8:00,BetaRig,Casing,12,1/22/2021 1:26,12,150B,RotterdamPort
1/16/2021 8:00,BetaRig,DryBulk,2400,1/22/2021 4:02,2400,150B,RotterdamPort
1/16/2021 8:00,CharlieRig,DeckCargo,32,1/19/2021 3:06,32,150J,HamburgPort
1/16/2021 8:00,CharlieRig,Fuel,2100,1/19/2021 8:26,2100,150J,HamburgPort
1/16/2021 8:00,CharlieRig,DryBulk,2000,1/19/2021 9:29,2000,150J,HamburgPort
1/16/2021 8:00,DeltaRig,DeckCargo,7,1/27/2021 3:12,7,150H,HamburgPort
1/16/2021 8:00,DeltaRig,LiquidBulk,3300,1/26/2021 5:00,3300,150E,HamburgPort
1/16/2021 8:00,DeltaRig,Fuel,8600,1/25/2021 7:36,8600,150F,HamburgPort
1/16/2021 8:00,DeltaRig,Casing,12,1/27/2021 4:22,12,150H,HamburgPort
1/16/2021 8:00,DeltaRig,DryBulk,2400,1/27/2021 6:58,2400,150H,HamburgPort
1/16/2021 8:00,DeltaRig,Pipe,12,1/27/2021 7:55,12,150H,HamburgPort
1/17/2021 8:00,AlphaRig,Fuel,8400,1/22/2021 22:02,8400,150A,RotterdamPort
1/17/2021 8:00,AlphaRig,DryBulk,3300,1/23/2021 2:14,3300,150A,RotterdamPort
1/17/2021 8:00,AlphaRig,Pipe,5,1/20/2021 11:10,5,150A,RotterdamPort
1/17/2021 8:00,BetaRig,LiquidBulk,2500,1/19/2021 15:43,2500,150D,RotterdamPort
1/17/2021 8:00,BetaRig,Fuel,2400,1/19/2021 16:33,2400,150D,RotterdamPort
1/17/2021 8:00,BetaRig,Casing,20,1/22/2021 5:00,20,150B,RotterdamPort
1/17/2021 8:00,BetaRig,DryBulk,2900,1/19/2021 17:45,2900,150D,RotterdamPort
1/17/2021 8:00,CharlieRig,DeckCargo,5,1/21/2021 23:49,5,150I,HamburgPort
1/17/2021 8:00,CharlieRig,Casing,9,1/22/2021 0:39,9,150I,HamburgPort
1/17/2021 8:00,CharlieRig,Pipe,5,1/22/2021 2:36,5,150I,HamburgPort
1/17/2021 8:00,DeltaRig,DeckCargo,5,1/26/2021 6:06,5,150E,HamburgPort
1/17/2021 8:00,DeltaRig,DryBulk,2800,1/25/2021 11:54,2800,150F,HamburgPort
1/18/2021 8:00,AlphaRig,Casing,20,1/20/2021 6:50,20,150A,RotterdamPort
1/18/2021 8:00,AlphaRig,Pipe,18,1/26/2021 9:09,18,150D,RotterdamPort
1/18/2021 8:00,BetaRig,DeckCargo,7,1/22/2021 9:20,7,150B,RotterdamPort
1/18/2021 8:00,BetaRig,LiquidBulk,1100,1/22/2021 19:11,1100,150C,RotterdamPort
1/18/2021 8:00,BetaRig,Fuel,2300,1/26/2021 19:16,2300,150A,RotterdamPort
1/18/2021 8:00,BetaRig,Casing,12,1/26/2021 20:25,12,150A,RotterdamPort
1/18/2021 8:00,CharlieRig,DeckCargo,5,1/21/2021 17:44,5,150I,HamburgPort
1/18/2021 8:00,CharlieRig,LiquidBulk,1400,1/21/2021 18:34,1400,150I,HamburgPort
1/18/2021 8:00,CharlieRig,Fuel,2200,1/21/2021 19:02,2200,150I,HamburgPort
1/18/2021 8:00,CharlieRig,Casing,12,1/21/2021 20:08,12,150I,HamburgPort
1/18/2021 8:00,CharlieRig,DryBulk,2700,1/21/2021 22:44,2700,150I,HamburgPort
1/18/2021 8:00,DeltaRig,LiquidBulk,2200,1/26/2021 6:56,2200,150E,HamburgPort
1/18/2021 8:00,DeltaRig,Pipe,60,1/26/2021 7:40,60,150E,HamburgPort
1/19/2021 8:00,AlphaRig,LiquidBulk,2200,1/23/2021 3:34,2200,150A,RotterdamPort
1/19/2021 8:00,AlphaRig,Fuel,2000,1/23/2021 4:18,2000,150A,RotterdamPort
1/19/2021 8:00,BetaRig,DryBulk,2900,1/22/2021 3:02,2900,150C,RotterdamPort
1/19/2021 8:00,BetaRig,Pipe,60,1/22/2021 4:11,60,150C,RotterdamPort
1/19/2021 8:00,CharlieRig,DeckCargo,7,1/24/2021 18:21,7,150J,HamburgPort
1/19/2021 8:00,CharlieRig,LiquidBulk,4800,1/24/2021 19:31,4800,150J,HamburgPort
1/19/2021 8:00,CharlieRig,Casing,20,1/24/2021 21:07,20,150J,HamburgPort
1/19/2021 8:00,DeltaRig,LiquidBulk,3100,1/27/2021 10:55,3100,150H,HamburgPort
1/20/2021 8:00,AlphaRig,DryBulk,3200,1/23/2021 5:18,3200,150A,RotterdamPort
1/20/2021 8:00,AlphaRig,Pipe,5,1/23/2021 6:34,5,150A,RotterdamPort
1/20/2021 8:00,BetaRig,DeckCargo,7,1/26/2021 20:10,7,150B,RotterdamPort
1/20/2021 8:00,BetaRig,LiquidBulk,1600,1/26/2021 21:20,1600,150B,RotterdamPort
1/20/2021 8:00,BetaRig,Fuel,2600,1/26/2021 21:52,2600,150B,RotterdamPort
1/20/2021 8:00,BetaRig,DryBulk,2100,1/26/2021 23:10,2100,150B,RotterdamPort
1/20/2021 8:00,BetaRig,Pipe,5,1/27/2021 0:01,5,150B,RotterdamPort
1/20/2021 8:00,CharlieRig,DeckCargo,7,1/25/2021 1:27,7,150J,HamburgPort
1/20/2021 8:00,CharlieRig,Pipe,50,1/25/2021 2:37,50,150J,HamburgPort
1/20/2021 8:00,DeltaRig,DeckCargo,5,1/25/2021 1:23,5,150F,HamburgPort
1/20/2021 8:00,DeltaRig,DryBulk,2200,1/25/2021 2:13,2200,150F,HamburgPort
1/21/2021 8:00,AlphaRig,LiquidBulk,1200,1/23/2021 7:49,1200,150A,RotterdamPort
1/21/2021 8:00,AlphaRig,Pipe,18,1/26/2021 13:39,18,150D,RotterdamPort
